periodo,localizacao,numero_transacoes,ano,trimestre_num,periodo_ordem,data_trimestre
1.º Trimestre de 2020,1A: Grande Lisboa,2100495.0,2020,1,20201,2020-Q1
1.º Trimestre de 2020,1B: Península de Setúbal,524426.0,2020,1,20201,2020-Q1
1.º Trimestre de 2020,1C: Alentejo,132711.0,2020,1,20201,2020-Q1
1.º Trimestre de 2020,15: Algarve,696205.0,2020,1,20201,2020-Q1
1.º Trimestre de 2020,2: Região Autónoma dos Açores,76583.0,2020,1,20201,2020-Q1
1.º Trimestre de 2020,20: Região Autónoma dos Açores,76583.0,2020,1,20201,2020-Q1
1.º Trimestre de 2020,3: Região Autónoma da Madeira,118617.0,2020,1,20201,2020-Q1
1.º Trimestre de 2020,30: Região Autónoma da Madeira,118617.0,2020,1,20201,2020-Q1
4.º Trimestre de 2019,PT: Portugal,6136268.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,1: Continente,5959042.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,11: Norte,1444479.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,19: Centro,533092.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,1D: Oeste e Vale do Tejo,331701.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,1A: Grande Lisboa,2158061.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,1B: Península de Setúbal,563853.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,1C: Alentejo,152464.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,15: Algarve,775392.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,2: Região Autónoma dos Açores,65570.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,20: Região Autónoma dos Açores,65570.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,3: Região Autónoma da Madeira,111656.0,2019,4,20194,2019-Q4
4.º Trimestre de 2019,30: Região Autónoma da Madeira,111656.0,2019,4,20194,2019-Q4
3.º Trimestre de 2019,PT: Portugal,5800028.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,1: Continente,5629169.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,11: Norte,1365258.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,19: Centro,505679.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,1D: Oeste e Vale do Tejo,344155.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,1A: Grande Lisboa,2045236.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,1B: Península de Setúbal,532829.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,1C: Alentejo,157465.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,15: Algarve,678547.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,2: Região Autónoma dos Açores,69958.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,20: Região Autónoma dos Açores,69958.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,3: Região Autónoma da Madeira,100901.0,2019,3,20193,2019-Q3
3.º Trimestre de 2019,30: Região Autónoma da Madeira,100901.0,2019,3,20193,2019-Q3
2.º Trimestre de 2019,PT: Portugal,5414806.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,1: Continente,5265657.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,11: Norte,1258564.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,19: Centro,446452.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,1D: Oeste e Vale do Tejo,289496.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,1A: Grande Lisboa,1957655.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,1B: Península de Setúbal,496690.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,1C: Alentejo,132767.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,15: Algarve,684034.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,2: Região Autónoma dos Açores,63818.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,20: Região Autónoma dos Açores,63818.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,3: Região Autónoma da Madeira,85331.0,2019,2,20192,2019-Q2
2.º Trimestre de 2019,30: Região Autónoma da Madeira,85331.0,2019,2,20192,2019-Q2
1.º Trimestre de 2019,PT: Portugal,5261090.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,1: Continente,5107544.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,11: Norte,1234131.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,19: Centro,420803.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,1D: Oeste e Vale do Tejo,279792.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,1A: Grande Lisboa,1874262.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,1B: Península de Setúbal,499335.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,1C: Alentejo,129703.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,15: Algarve,669517.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,2: Região Autónoma dos Açores,61573.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,20: Região Autónoma dos Açores,61573.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,3: Região Autónoma da Madeira,91973.0,2019,1,20191,2019-Q1
1.º Trimestre de 2019,30: Região Autónoma da Madeira,91973.0,2019,1,20191,2019-Q1
4.º Trimestre de 2018,PT: Portugal,5414883.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,1: Continente,5245561.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,11: Norte,1334767.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,19: Centro,466425.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,1D: Oeste e Vale do Tejo,300391.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,1A: Grande Lisboa,1872947.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,1B: Península de Setúbal,499762.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,1C: Alentejo,149551.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,15: Algarve,621717.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,2: Região Autónoma dos Açores,73350.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,20: Região Autónoma dos Açores,73350.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,3: Região Autónoma da Madeira,95972.0,2018,4,20184,2018-Q4
4.º Trimestre de 2018,30: Região Autónoma da Madeira,95972.0,2018,4,20184,2018-Q4
3.º Trimestre de 2018,PT: Portugal,5512302.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,1: Continente,5348537.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,11: Norte,1316688.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,19: Centro,458488.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,1D: Oeste e Vale do Tejo,276282.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,1A: Grande Lisboa,2022279.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,1B: Península de Setúbal,516015.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,1C: Alentejo,149632.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,15: Algarve,609153.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,2: Região Autónoma dos Açores,54434.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,20: Região Autónoma dos Açores,54434.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,3: Região Autónoma da Madeira,109331.0,2018,3,20183,2018-Q3
3.º Trimestre de 2018,30: Região Autónoma da Madeira,109331.0,2018,3,20183,2018-Q3
2.º Trimestre de 2018,PT: Portugal,5425227.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,1: Continente,5283885.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,11: Norte,1281421.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,19: Centro,437576.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,1D: Oeste e Vale do Tejo,284666.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,1A: Grande Lisboa,2037257.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,1B: Península de Setúbal,435675.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,1C: Alentejo,130397.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,15: Algarve,676893.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,2: Região Autónoma dos Açores,55470.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,20: Região Autónoma dos Açores,55470.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,3: Região Autónoma da Madeira,85872.0,2018,2,20182,2018-Q2
2.º Trimestre de 2018,30: Região Autónoma da Madeira,85872.0,2018,2,20182,2018-Q2
1.º Trimestre de 2018,PT: Portugal,4755125.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,1: Continente,4618614.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,11: Norte,1139059.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,19: Centro,359009.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,1D: Oeste e Vale do Tejo,242579.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,1A: Grande Lisboa,1779087.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,1B: Península de Setúbal,376626.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,1C: Alentejo,107536.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,15: Algarve,614718.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,2: Região Autónoma dos Açores,47585.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,20: Região Autónoma dos Açores,47585.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,3: Região Autónoma da Madeira,88925.0,2018,1,20181,2018-Q1
1.º Trimestre de 2018,30: Região Autónoma da Madeira,88925.0,2018,1,20181,2018-Q1
4.º Trimestre de 2017,PT: Portugal,4898678.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,1: Continente,4753843.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,11: Norte,1111659.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,19: Centro,408417.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,1D: Oeste e Vale do Tejo,251069.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,1A: Grande Lisboa,1801256.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,1B: Península de Setúbal,395668.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,1C: Alentejo,130251.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,15: Algarve,655522.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,2: Região Autónoma dos Açores,53436.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,20: Região Autónoma dos Açores,53436.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,3: Região Autónoma da Madeira,91399.0,2017,4,20174,2017-Q4
4.º Trimestre de 2017,30: Região Autónoma da Madeira,91399.0,2017,4,20174,2017-Q4
3.º Trimestre de 2017,PT: Portugal,4258992.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,1: Continente,4128470.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,11: Norte,1006657.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,19: Centro,362645.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,1D: Oeste e Vale do Tejo,221253.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,1A: Grande Lisboa,1583751.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,1B: Península de Setúbal,322975.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,1C: Alentejo,108508.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,15: Algarve,522682.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,2: Região Autónoma dos Açores,40069.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,20: Região Autónoma dos Açores,40069.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,3: Região Autónoma da Madeira,90452.0,2017,3,20173,2017-Q3
3.º Trimestre de 2017,30: Região Autónoma da Madeira,90452.0,2017,3,20173,2017-Q3
2.º Trimestre de 2017,PT: Portugal,4021419.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,1: Continente,3909709.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,11: Norte,915581.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,19: Centro,321855.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,1D: Oeste e Vale do Tejo,196887.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,1A: Grande Lisboa,1540081.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,1B: Península de Setúbal,296864.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,1C: Alentejo,98983.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,15: Algarve,539459.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,2: Região Autónoma dos Açores,40934.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,20: Região Autónoma dos Açores,40934.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,3: Região Autónoma da Madeira,70776.0,2017,2,20172,2017-Q2
2.º Trimestre de 2017,30: Região Autónoma da Madeira,70776.0,2017,2,20172,2017-Q2
1.º Trimestre de 2017,PT: Portugal,3800102.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,1: Continente,3672405.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,11: Norte,883458.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,19: Centro,311643.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,1D: Oeste e Vale do Tejo,190684.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,1A: Grande Lisboa,1461672.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,1B: Península de Setúbal,269078.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,1C: Alentejo,90856.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,15: Algarve,465015.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,2: Região Autónoma dos Açores,45833.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,20: Região Autónoma dos Açores,45833.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,3: Região Autónoma da Madeira,81864.0,2017,1,20171,2017-Q1
1.º Trimestre de 2017,30: Região Autónoma da Madeira,81864.0,2017,1,20171,2017-Q1
4.º Trimestre de 2016,PT: Portugal,3551512.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,1: Continente,3444365.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,11: Norte,795329.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,19: Centro,297406.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,1D: Oeste e Vale do Tejo,172730.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,1A: Grande Lisboa,1346954.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,1B: Península de Setúbal,251714.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,1C: Alentejo,89934.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,15: Algarve,490298.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,2: Região Autónoma dos Açores,41282.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,20: Região Autónoma dos Açores,41282.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,3: Região Autónoma da Madeira,65865.0,2016,4,20164,2016-Q4
4.º Trimestre de 2016,30: Região Autónoma da Madeira,65865.0,2016,4,20164,2016-Q4
3.º Trimestre de 2016,PT: Portugal,3173236.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,1: Continente,3069567.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,11: Norte,757252.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,19: Centro,268679.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,1D: Oeste e Vale do Tejo,158514.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,1A: Grande Lisboa,1185880.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,1B: Península de Setúbal,227888.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,1C: Alentejo,77724.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,15: Algarve,393631.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,2: Região Autónoma dos Açores,39424.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,20: Região Autónoma dos Açores,39424.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,3: Região Autónoma da Madeira,64244.0,2016,3,20163,2016-Q3
3.º Trimestre de 2016,30: Região Autónoma da Madeira,64244.0,2016,3,20163,2016-Q3
2.º Trimestre de 2016,PT: Portugal,3267885.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,1: Continente,3175825.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,11: Norte,738477.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,19: Centro,273275.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,1D: Oeste e Vale do Tejo,165337.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,1A: Grande Lisboa,1227712.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,1B: Península de Setúbal,222699.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,1C: Alentejo,84671.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,15: Algarve,463655.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,2: Região Autónoma dos Açores,34767.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,20: Região Autónoma dos Açores,34767.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,3: Região Autónoma da Madeira,57293.0,2016,2,20162,2016-Q2
2.º Trimestre de 2016,30: Região Autónoma da Madeira,57293.0,2016,2,20162,2016-Q2
1.º Trimestre de 2016,PT: Portugal,3001077.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,1: Continente,2881361.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,11: Norte,696618.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,19: Centro,244888.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,1D: Oeste e Vale do Tejo,143303.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,1A: Grande Lisboa,1099125.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,1B: Península de Setúbal,221878.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,1C: Alentejo,68376.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,15: Algarve,407173.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,2: Região Autónoma dos Açores,32783.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,20: Região Autónoma dos Açores,32783.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,3: Região Autónoma da Madeira,86933.0,2016,1,20161,2016-Q1
1.º Trimestre de 2016,30: Região Autónoma da Madeira,86933.0,2016,1,20161,2016-Q1
4.º Trimestre de 2015,PT: Portugal,3071762.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,1: Continente,2971331.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,11: Norte,697239.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,19: Centro,253730.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,1D: Oeste e Vale do Tejo,165375.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,1A: Grande Lisboa,1134738.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,1B: Península de Setúbal,214269.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,1C: Alentejo,72633.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,15: Algarve,433348.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,2: Região Autónoma dos Açores,37591.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,20: Região Autónoma dos Açores,37591.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,3: Região Autónoma da Madeira,62839.0,2015,4,20154,2015-Q4
4.º Trimestre de 2015,30: Região Autónoma da Madeira,62839.0,2015,4,20154,2015-Q4
3.º Trimestre de 2015,PT: Portugal,2697752.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,1: Continente,2622091.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,11: Norte,612134.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,19: Centro,238782.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,1D: Oeste e Vale do Tejo,137122.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,1A: Grande Lisboa,991041.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,1B: Península de Setúbal,181934.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,1C: Alentejo,69002.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,15: Algarve,392075.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,2: Região Autónoma dos Açores,26697.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,20: Região Autónoma dos Açores,26697.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,3: Região Autónoma da Madeira,48964.0,2015,3,20153,2015-Q3
3.º Trimestre de 2015,30: Região Autónoma da Madeira,48964.0,2015,3,20153,2015-Q3
2.º Trimestre de 2015,PT: Portugal,2509888.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,1: Continente,2445576.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,11: Norte,580147.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,19: Centro,210883.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,1D: Oeste e Vale do Tejo,135456.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,1A: Grande Lisboa,930656.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,1B: Península de Setúbal,166330.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,1C: Alentejo,56954.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,15: Algarve,365150.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,2: Região Autónoma dos Açores,20851.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,20: Região Autónoma dos Açores,20851.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,3: Região Autónoma da Madeira,43461.0,2015,2,20152,2015-Q2
2.º Trimestre de 2015,30: Região Autónoma da Madeira,43461.0,2015,2,20152,2015-Q2
1.º Trimestre de 2015,PT: Portugal,2662680.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,1: Continente,2515201.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,11: Norte,580128.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,19: Centro,219135.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,1D: Oeste e Vale do Tejo,139532.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,1A: Grande Lisboa,966424.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,1B: Península de Setúbal,173762.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,1C: Alentejo,60629.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,15: Algarve,375590.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,2: Região Autónoma dos Açores,24638.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,20: Região Autónoma dos Açores,24638.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,3: Região Autónoma da Madeira,122841.0,2015,1,20151,2015-Q1
1.º Trimestre de 2015,30: Região Autónoma da Madeira,122841.0,2015,1,20151,2015-Q1
4.º Trimestre de 2014,PT: Portugal,2490239.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,1: Continente,2407285.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,11: Norte,550206.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,19: Centro,212445.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,1D: Oeste e Vale do Tejo,135230.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,1A: Grande Lisboa,947173.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,1B: Península de Setúbal,157932.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,1C: Alentejo,59070.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,15: Algarve,345229.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,2: Região Autónoma dos Açores,33896.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,20: Região Autónoma dos Açores,33896.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,3: Região Autónoma da Madeira,49059.0,2014,4,20144,2014-Q4
4.º Trimestre de 2014,30: Região Autónoma da Madeira,49059.0,2014,4,20144,2014-Q4
3.º Trimestre de 2014,PT: Portugal,1979674.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,1: Continente,1914119.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,11: Norte,438081.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,19: Centro,171099.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,1D: Oeste e Vale do Tejo,115008.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,1A: Grande Lisboa,740842.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,1B: Península de Setúbal,116121.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,1C: Alentejo,45143.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,15: Algarve,287824.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,2: Região Autónoma dos Açores,20249.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,20: Região Autónoma dos Açores,20249.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,3: Região Autónoma da Madeira,45306.0,2014,3,20143,2014-Q3
3.º Trimestre de 2014,30: Região Autónoma da Madeira,45306.0,2014,3,20143,2014-Q3
2.º Trimestre de 2014,PT: Portugal,2003321.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,1: Continente,1943650.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,11: Norte,443499.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,19: Centro,169185.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,1D: Oeste e Vale do Tejo,119480.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,1A: Grande Lisboa,735814.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,1B: Península de Setúbal,135487.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,1C: Alentejo,45462.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,15: Algarve,294723.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,2: Região Autónoma dos Açores,19366.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,20: Região Autónoma dos Açores,19366.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,3: Região Autónoma da Madeira,40305.0,2014,2,20142,2014-Q2
2.º Trimestre de 2014,30: Região Autónoma da Madeira,40305.0,2014,2,20142,2014-Q2
1.º Trimestre de 2014,PT: Portugal,1825411.0,2014,1,20141,2014-Q1
1.º Trimestre de 2014,1: Continente,1762219.0,2014,1,20141,2014-Q1
1.º Trimestre de 2014,11: Norte,400249.0,2014,1,20141,2014-Q1
1.º Trimestre de 2014,19: Centro,147627.0,2014,1,20141,2014-Q1
1.º Trimestre de 2014,1D: Oeste e Vale do Tejo,94430.0,2014,1,20141,2014-Q1
1.º Trimestre de 2014,1A: Grande Lisboa,681275.0,2014,1,20141,2014-Q1
1.º Trimestre de 2014,1B: Península de Setúbal,120875.0,2014,1,20141,2014-Q1
1.º Trimestre de 2014,1C: Alentejo,48447.0,2014,1,20141,2014-Q1
